traj_rmse_all,traj_ade_xy_m,traj_fde_xy_m,traj_rmse_yaw_rad,ap_risk_05s,auc_risk_05s,ap_risk_1s,auc_risk_1s,ap_risk_2s,auc_risk_2s,brier_risk_avg,val_inference_ms_per_sample,backbone,stage,run_name,epochs_run,epochs_requested,best_epoch,early_stopped,best_ap_risk_1s,log_dir
0.782495067992032,0.3553162033601842,0.38565332918008427,1.2896730440389785,0.3693805535966766,0.5858320701851086,0.38912023080572344,0.6026799093032066,0.15914762081584713,0.4400358810091378,0.22798893849054971,14.41907868602059,mamba,a1,mamba_20260420_165511,6,30,1,True,0.38912023080572344,/workspace/Mamba-Predict-Trajactory-with-SAC-Pipeline/runs/stage_a_compare/mamba_20260420_165511
