episode,step,x,y,reward,loss,coverage_rate,total_cover,collision
2,1,0.0002918966140334996,3.470118217633841e-21,-100.0,nan,0.00043402777777777775,1,False
2,2,0.0005886286722834613,6.669843509225794e-21,-100.0,nan,0.00043402777777777775,1,False
2,3,0.0008899821544456495,6.795649254878388e-21,-100.0,nan,0.00043402777777777775,1,False
2,4,0.0011957257406585249,-5.2880374571849124e-21,11.0,nan,0.0008680555555555555,2,False
2,5,0.001505609889450884,-1.85327806105998e-20,-100.0,nan,0.0008680555555555555,2,False
2,6,0.001819366388049992,-1.8577708182070928e-20,-100.0,nan,0.0008680555555555555,2,False
2,7,0.0021367079927425516,-1.0665958477886647e-20,-100.0,nan,0.0008680555555555555,2,False
2,8,0.004540651199607019,1.4768917729982646e-16,-100.0,nan,0.0008680555555555555,2,False
2,9,0.012243181901182603,-1.2315809403924364e-07,-100.0,nan,0.0008680555555555555,2,False
2,10,0.02063272750359562,-2.7305897437981394e-07,-100.0,nan,0.0008680555555555555,2,False
2,11,0.028453292143330474,-4.1669329367994986e-07,-100.0,nan,0.0008680555555555555,2,False
2,12,0.035696540975108534,-5.541721281458005e-07,-100.0,nan,0.0008680555555555555,2,False
2,13,0.04236035142283798,-6.856484864397962e-07,-100.0,nan,0.0008680555555555555,2,False
2,14,0.04844730798439755,-8.111898467453441e-07,-100.0,nan,0.0008680555555555555,2,False
2,15,0.056030969111420394,-8.095318415368828e-07,-100.0,nan,0.0008680555555555555,2,False
2,16,0.06397549706337918,-7.684676496866519e-07,-100.0,nan,0.0008680555555555555,2,False
2,17,0.07182647366881385,-7.172056355542901e-07,-100.0,nan,0.0008680555555555555,2,False
2,18,0.08179441407700332,1.4436861262558215e-05,-100.0,nan,0.0008680555555555555,2,False
2,19,0.09373758587669366,2.7821687792532507e-06,-100.0,nan,0.0008680555555555555,2,False
2,20,0.10765072277092401,-1.280735920101913e-05,-100.0,nan,0.0008680555555555555,2,False
2,21,0.1235324142875814,-3.6416005497595914e-05,-100.0,nan,0.0008680555555555555,2,False
2,22,0.14097827302832797,-7.948669723319156e-05,-100.0,nan,0.0008680555555555555,2,False
2,23,0.15974488874183088,-7.1022661315037e-05,-100.0,nan,0.0008680555555555555,2,False
2,24,0.17986270406860425,-4.10433796060281e-05,-100.0,nan,0.0008680555555555555,2,False
2,25,0.20194255619689683,-2.4330397009078084e-05,-100.0,nan,0.0008680555555555555,2,False
2,26,0.22616810261618067,-5.152599305369034e-05,-100.0,nan,0.0008680555555555555,2,False
2,27,0.25072766138220515,-5.430792722963709e-05,-100.0,nan,0.0008680555555555555,2,False
2,28,0.2766337338692792,-0.00015014679276923116,-100.0,nan,0.0008680555555555555,2,False
2,29,0.3035482349017887,-0.0005295725192432178,-100.0,nan,0.0008680555555555555,2,False
2,30,0.33222341789459525,-0.0014096534374680098,-100.0,nan,0.0008680555555555555,2,False
2,31,0.361466060700663,-0.002667175613477691,-100.0,nan,0.0008680555555555555,2,False
2,32,0.39139742506047487,-0.0041222226421211506,-100.0,nan,0.0008680555555555555,2,False
2,33,0.42124209631425413,-0.005599310130376137,-100.0,nan,0.0008680555555555555,2,False
2,34,0.45067244331568285,-0.00734046742275842,-100.0,nan,0.0008680555555555555,2,False
2,35,0.4796314639844498,-0.009816994868498324,-100.0,nan,0.0008680555555555555,2,False
2,36,0.5089111520521158,-0.013334851447712617,11.0,nan,0.0013020833333333333,3,False
2,37,0.5381133567969881,-0.018019352397837883,-100.0,nan,0.0013020833333333333,3,False
2,38,0.5671149747960044,-0.02391888609547319,-100.0,nan,0.0013020833333333333,3,False
2,39,0.5968728966395617,-0.031184978511291747,-100.0,nan,0.0013020833333333333,3,False
2,40,0.6267647305076975,-0.03979367818387004,-100.0,nan,0.0013020833333333333,3,False
2,41,0.6556942211904807,-0.04932636300411339,-100.0,nan,0.0013020833333333333,3,False
2,42,0.6840607311690996,-0.06019223568673278,-100.0,nan,0.0013020833333333333,3,False
2,43,0.7119050829271967,-0.07223474810692809,-100.0,nan,0.0013020833333333333,3,False
2,44,0.7391841155101393,-0.08476882891453051,-100.0,nan,0.0013020833333333333,3,False
2,45,0.7658577384701344,-0.09779087082866048,-100.0,nan,0.0013020833333333333,3,False
2,46,0.7920501087240814,-0.11185789536720557,-100.0,nan,0.0013020833333333333,3,False
2,47,0.818363209119214,-0.12643259812630256,-100.0,nan,0.0013020833333333333,3,False
2,48,0.8449977487350865,-0.14115084834718164,-100.0,nan,0.0013020833333333333,3,False
2,49,0.8716413955882728,-0.15587178419653452,-100.0,nan,0.0013020833333333333,3,False
2,50,0.8982741215677792,-0.17058996663727624,-100.0,nan,0.0013020833333333333,3,False
2,51,0.9248043101664674,-0.18525494950078603,-100.0,nan,0.0013020833333333333,3,False
2,52,0.9514393322017042,-0.19997909717654563,-100.0,nan,0.0013020833333333333,3,False
2,53,0.9780624435409591,-0.21470743269080392,-100.0,nan,0.0013020833333333333,3,False
2,54,1.0046988639945587,-0.22942895633883212,11.0,nan,0.001736111111111111,4,False
2,55,1.0313225472265464,-0.244154755603287,-100.0,nan,0.001736111111111111,4,False
2,56,1.0578917589098509,-0.2588563814156113,-100.0,nan,0.001736111111111111,4,False
2,57,1.084537216456587,-0.2735965224671968,-100.0,nan,0.001736111111111111,4,False
2,58,1.1111610119961275,-0.2883263934347048,-100.0,nan,0.001736111111111111,4,False
2,59,1.1377598144361418,-0.30304897803259256,-100.0,nan,0.001736111111111111,4,False
2,60,1.1644058613155606,-0.3177944497449893,-100.0,nan,0.001736111111111111,4,False
