traj_rmse_all,traj_ade_xy_m,traj_fde_xy_m,traj_rmse_yaw_rad,ap_risk_05s,auc_risk_05s,ap_risk_1s,auc_risk_1s,ap_risk_2s,auc_risk_2s,brier_risk_avg,val_inference_ms_per_sample,backbone,stage,run_name,epochs_run,epochs_requested,best_epoch,early_stopped,best_ap_risk_1s,log_dir
0.785986674768062,0.3895286262365126,0.4219461033937458,1.2813027185543084,0.4612768943022795,0.6872054568003307,0.47302080375407746,0.7332813127286504,0.19231372931560037,0.4386856873261819,0.2504952400922775,12.407131517776335,mamba,a1,mamba_20260421_081238,21,30,13,True,0.47302080375407746,/workspace/Mamba-Predict-Trajactory-with-SAC-Pipeline/runs/stage_a_compare/mamba_20260421_081238
