traj_rmse_all,traj_ade_xy_m,traj_fde_xy_m,traj_rmse_yaw_rad,ap_risk_05s,auc_risk_05s,ap_risk_1s,auc_risk_1s,ap_risk_2s,auc_risk_2s,brier_risk_avg,val_inference_ms_per_sample,backbone,stage,run_name,epochs_run,epochs_requested,best_epoch,early_stopped,best_ap_risk_1s,log_dir
0.780458827745555,0.35405694331163173,0.37761754615754145,1.2862840652325023,0.4070298887771909,0.6134789398741445,0.3116843195683502,0.5581768474382679,0.20953963383002108,0.48642356972586415,0.20943758885065714,13.445948150422838,mamba,a1,mamba_20260420_235441,1,1,1,False,0.3116843195683502,/workspace/Mamba-Predict-Trajactory-with-SAC-Pipeline/runs/stage_a_compare_smoke/mamba_20260420_235441
