episode,avg_reward,avg_cover_rate,final_total_cover,final_cover_rate,steps,reason
1,-93.30906768837804,0.011816309245068822,50,0.021701388888888888,783,collision
2,-92.71144278606965,0.0033664144555002767,16,0.006944444444444444,201,collision
