x,y
0.0002918966140334996,3.470118217633841e-21
0.0005886286722834613,6.669843509225794e-21
0.0008899821544456495,6.795649254878388e-21
0.0011957257406585249,-5.2880374571849124e-21
0.001505609889450884,-1.85327806105998e-20
0.0015301016961554836,-2.6283070949533515e-20
0.0015545545205990113,-3.295844806893946e-20
0.0030978198701191693,-7.907923868637335e-16
0.003297575355254204,-0.0021152002399965667
0.003663169521976804,-0.004972764822200047
0.003995144933127979,-0.00783661375509134
0.004184425918879796,-0.010711602007648159
0.004243932664069083,-0.01359580832749948
0.004309484395481874,-0.016471746851106157
0.0044096834382692076,-0.01743187638335329
0.003968131651628587,-0.015477386299291787
0.003546365971013859,-0.013553608421346685
0.0035540852231159556,-0.01313541517053944
0.0039696752716951444,-0.01312084139354583
0.004252406715969547,-0.013175848907425059
0.004131797436810088,-0.01309492015264253
0.004026103134114728,-0.013271661887985012
0.003942357358960555,-0.013172779650298116
0.0038383681939833294,-0.013250738995328063
0.0037112062887543233,-0.013145786620961112
0.003615698507573113,-0.013251809523458427
0.0034494512785266805,-0.01324969571151756
0.0028122955915345403,-0.013703181344117028
0.002699215044260432,-0.013685623402560715
0.002662681746329381,-0.013746175369758659
0.002680693969270712,-0.013715950734588785
0.002637604147008716,-0.013808766984434182
0.0026313118133959017,-0.013791991026920924
0.002940665014239584,-0.012806574852287748
0.002649235292351661,-0.011270764457105724
0.003404699736968951,-0.008576893608619943
0.0058945100466527124,-0.004522701539034095
0.009947036601748597,0.0006966978261934093
0.015335710232159808,0.007062130349276302
0.0225070622327871,0.014909309524327296
0.030424103718720168,0.023509137733188218
0.03950964179000203,0.03333321619769998
0.04965152464525354,0.04461953962317573
0.0601825135489442,0.05680133757161575
0.07126326322177351,0.07082045106025123
0.08246511359407042,0.0866152233863358
0.09344127135480275,0.10363518979543898
0.1039832457784943,0.12239296417698675
0.11408626342207019,0.142348648430974
0.12365682106548596,0.16374230555496924
0.1328098999629569,0.18685158151708597
0.1416639998094684,0.21142324786813985
0.15022379193795798,0.23769400915171504
0.15862201731522937,0.2651063963153241
0.16695632221038326,0.29345775215377223
0.17530555090597444,0.32272944014964994
0.18365302401576056,0.35200372568567856
0.19199603317048722,0.38127136108206644
0.20035164344815054,0.4105666134634983
0.20869146600371066,0.43981955263480854
0.21704693585175344,0.46910480001739047
0.2253954755067716,0.4983770141006169
0.23372774781616892,0.5275318769208738
0.24201863964066586,0.5567220403072054
0.2503338839294295,0.586005244408377
0.25864388840502883,0.6152666943775271
0.2669690021530767,0.6445696131185956
0.27528832168227957,0.673845552737076
0.2835956556773736,0.7031045027637051
