traj_rmse_all,traj_ade_xy_m,traj_fde_xy_m,traj_rmse_yaw_rad,ap_risk_05s,auc_risk_05s,ap_risk_1s,auc_risk_1s,ap_risk_2s,auc_risk_2s,brier_risk_avg,val_inference_ms_per_sample,backbone,stage,run_name,epochs_run,epochs_requested,best_epoch,early_stopped,best_ap_risk_1s,log_dir
0.7802962263727007,0.35362230380581805,0.3828825320879367,1.2863913500961812,0.3514400025229464,0.542518717560057,0.32601402676975755,0.5608655210824809,0.22566854004828996,0.4806534316646802,0.20309297243754068,20.455227533976238,gru,a1,gru_20260421_003624,1,1,1,False,0.32601402676975755,/workspace/Mamba-Predict-Trajactory-with-SAC-Pipeline/runs/stage_a_compare_smoke/gru_20260421_003624
